BioProject,#Organism Name,Organism Groups,Strain,BioSample,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
PRJNA639144,Oncorhynchus mykiss,Eukaryota;Animals;Fishes,Arlee,SAMN14537335,GCA_013265735.3, Chromosome,2341.69,43.4791,chromosome 1:NC_048565.1/CM023219.2; chromosome 2:NC_048566.1/CM023220.2; chromosome 3:NC_048567.1/CM023221.2; chromosome 4:NC_048568.1/CM023222.3; chromosome 5:NC_048569.1/CM023223.2; chromosome 6:NC_048570.1/CM023224.2; chromosome 7:NC_048571.1/CM023225.2; chromosome 8:NC_048572.1/CM023226.2; chromosome 9:NC_048573.1/CM023227.2; chromosome 10:NC_048574.1/CM023228.2; chromosome 11:NC_048575.1/CM023229.2; chromosome 12:NC_048576.1/CM023230.2; chromosome 13:NC_048577.1/CM023231.2; chromosome 14:NC_048578.1/CM023232.3; chromosome 15:NC_048579.1/CM023233.2; chromosome 16:NC_048580.1/CM023234.2; chromosome 17:NC_048581.1/CM023235.2; chromosome 18:NC_048582.1/CM023236.2; chromosome 19:NC_048583.1/CM023237.2; chromosome 20:NC_048584.1/CM023238.2; chromosome 21:NC_048585.1/CM023239.2; chromosome 22:NC_048586.1/CM023240.2; chromosome 23:NC_048587.1/CM023241.2; chromosome 24:NC_048588.1/CM023242.2; chromosome 25:NC_048589.1/CM023243.3; chromosome 26:NC_048590.1/CM023244.2; chromosome 27:NC_048591.1/CM023245.2; chromosome 28:NC_048592.1/CM023246.2; chromosome 30:NC_050570.1/CM025857.1; chromosome 31:NC_050571.1/CM025858.1; chromosome 32:NC_050572.1/CM025859.1; chromosome Y:NC_048593.1/CM023247.2; mitochondrion MT:NC_001717.1/,JAAXML02,939,97743,2020-06-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/265/735/GCA_013265735.3_USDA_OmykA_1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/265/735/GCF_013265735.2_USDA_OmykA_1.1
PRJNA354796,Oreochromis niloticus,Eukaryota;Animals;Fishes,F11D_XX,SAMN05859795,GCA_001858045.3, Chromosome,1005.68,40.7187,linkage group LG1:NC_031965.2/CM007481.2; linkage group LG2:NC_031966.2/CM007482.2; linkage group LG4:NC_031969.2/CM007485.2; linkage group LG5:NC_031970.2/CM007486.2; linkage group LG6:NC_031971.2/CM007487.2; linkage group LG7:NC_031972.2/CM007488.2; linkage group LG8:NC_031973.2/CM007489.2; linkage group LG9:NC_031974.2/CM007490.2; linkage group LG10:NC_031975.2/CM007491.2; linkage group LG11:NC_031976.2/CM007492.2; linkage group LG12:NC_031977.2/CM007493.2; linkage group LG13:NC_031978.2/CM007494.2; linkage group LG14:NC_031979.2/CM007495.2; linkage group LG15:NC_031980.2/CM007496.2; linkage group LG16:NC_031987.2/CM007497.2; linkage group LG17:NC_031981.2/CM007498.2; linkage group LG18:NC_031982.2/CM007499.2; linkage group LG19:NC_031983.2/CM007500.2; linkage group LG20:NC_031984.2/CM007501.2; linkage group LG22:NC_031985.2/CM007502.2; linkage group LG23:NC_031986.2/CM007503.2; linkage group LG3:NC_031967.2/CM007483.2; mitochondrion MT:NC_013663.1/,MKQE02,2460,61679,2016-10-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/858/045/GCA_001858045.3_O_niloticus_UMD_NMBU,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/858/045/GCF_001858045.2_O_niloticus_UMD_NMBU
PRJNA695671,Drosophila simulans,Eukaryota;Animals;Insects,w501,SAMN06473875,GCA_016746395.2, Chromosome,131.664,42.4648,chromosome 2L:NC_052520.2/CM028640.2; chromosome 2R:NC_052521.2/CM028641.2; chromosome 3L:NC_052522.2/CM028642.2; chromosome 3R:NC_052523.2/CM028643.2; chromosome 4:NC_052524.2/CM028644.2; chromosome X:NC_052525.2/CM028645.2; mitochondrion MT:CM028646.2,NGVV02,95,26225,2021-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/746/395/GCA_016746395.2_Prin_Dsim_3.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1
PRJNA383250,Drosophila mauritiana,Eukaryota;Animals;Insects,mau12,SAMN06827991,GCA_004382145.1, Chromosome,152.317,42.1937,chromosome 2L:NC_046667.1/CM015614.1; chromosome 2R:NC_046668.1/CM015615.1; chromosome 3L:NC_046669.1/CM015616.1; chromosome 3R:NC_046670.1/CM015617.1; chromosome 4:NC_046671.1/CM015612.1; chromosome X:NC_046672.1/CM015613.1; mitochondrion MT:NC_005779.1/CM016415.1,NIGA01,353,23239,2019-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/382/145/GCA_004382145.1_ASM438214v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/382/145/GCF_004382145.1_ASM438214v1
PRJNA10627,Pan troglodytes,Eukaryota;Animals;Mammals,Yerkes chimp pedigree #C0471 (Clint),SAMN06272697,GCA_002880755.3, Chromosome,3050.4,40.8082,chromosome 1:NC_036879.1/CM009238.2; chromosome 2A:NC_036880.1/CM009239.2; chromosome 2B:NC_036881.1/CM009240.2; chromosome 3:NC_036882.1/CM009241.2; chromosome 4:NC_036883.1/CM009242.2; chromosome 5:NC_036884.1/CM009243.2; chromosome 6:NC_036885.1/CM009244.2; chromosome 7:NC_036886.1/CM009245.2; chromosome 8:NC_036887.1/CM009246.2; chromosome 9:NC_036888.1/CM009247.2; chromosome 10:NC_036889.1/CM009248.2; chromosome 11:NC_036890.1/CM009249.2; chromosome 12:NC_036891.1/CM009250.2; chromosome 13:NC_036892.1/CM009251.2; chromosome 14:NC_036893.1/CM009252.2; chromosome 15:NC_036894.1/CM009253.2; chromosome 16:NC_036895.1/CM009254.2; chromosome 17:NC_036896.1/CM009255.2; chromosome 18:NC_036897.1/CM009256.2; chromosome 19:NC_036898.1/CM009257.2; chromosome 20:NC_036899.1/CM009258.2; chromosome 21:NC_036900.1/CM009259.2; chromosome 22:NC_036901.1/CM009260.2; chromosome X:NC_036902.1/CM009261.2; chromosome Y:NC_006492.4/; mitochondrion MT:NC_001643.1/,NBAG03,4432,80811,2004-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/755/GCA_002880755.3_Clint_PTRv2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/755/GCF_002880755.1_Clint_PTRv2
PRJNA293435,Brassica napus,Eukaryota;Plants;Land Plants,,SAMN02742820,GCA_000686985.2, Chromosome,976.191,37.4074,chromosome A1:NC_027757.2/CM002759.2; chromosome A2:NC_027758.2/CM002760.2; chromosome A3:NC_027759.2/CM002761.2; chromosome A4:NC_027760.2/CM002762.2; chromosome A5:NC_027761.2/CM002763.2; chromosome A6:NC_027762.2/CM002764.2; chromosome A7:NC_027763.2/CM002765.2; chromosome A8:NC_027764.2/CM002766.2; chromosome A9:NC_027765.2/CM002767.2; chromosome A10:NC_027766.2/CM002768.2; chromosome C1:NC_027767.2/CM002769.2; chromosome C2:NC_027768.2/CM002770.2; chromosome C3:NC_027769.2/CM002771.2; chromosome C4:NC_027770.2/CM002772.2; chromosome C5:NC_027771.2/CM002773.2; chromosome C6:NC_027772.2/CM002774.2; chromosome C7:NC_027773.2/CM002775.2; chromosome C8:NC_027774.2/CM002776.2; chromosome C9:NC_027775.2/CM002777.2; plasmid linear plasmid:NC_004946.1/; mitochondrion MT:NC_008285.1/; chloroplast Pltd:NC_016734.1/,JMKK02,1471,123467,2014-05-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/985/GCA_000686985.2_Bra_napus_v2.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/985/GCF_000686985.2_Bra_napus_v2.0
PRJNA509734,Eucalyptus globulus,Eukaryota;Plants;Land Plants,CBG9404798.5,SAMN12996701,GCA_014182545.1, Chromosome,545.185,39.3807,chromosome 1:CM024717.1; chromosome 2:CM024718.1; chromosome 3:CM024719.1; chromosome 4:CM024720.1; chromosome 5:CM024721.1; chromosome 6:CM024722.1; chromosome 7:CM024723.1; chromosome 8:CM024724.1; chromosome 9:CM024725.1; chromosome 10:CM024726.1; chromosome 11:CM024727.1; chloroplast Pltd:CM024728.1,JABKBK01,48,0,2020-08-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/545/GCA_014182545.1_ASM1418254v1,
PRJNA528504,Macaca mulatta,Eukaryota;Animals;Mammals,AG07107,SAMN09435472,GCA_003339765.3, Chromosome,2971.33,41.1015,chromosome 1:NC_041754.1/CM014336.1; chromosome 2:NC_041755.1/CM014337.1; chromosome 3:NC_041756.1/CM014338.1; chromosome 4:NC_041757.1/CM014339.1; chromosome 5:NC_041758.1/CM014340.1; chromosome 6:NC_041759.1/CM014341.1; chromosome 7:NC_041760.1/CM014342.1; chromosome 8:NC_041761.1/CM014343.1; chromosome 9:NC_041762.1/CM014344.1; chromosome 10:NC_041763.1/CM014345.1; chromosome 11:NC_041764.1/CM014346.1; chromosome 12:NC_041765.1/CM014347.1; chromosome 13:NC_041766.1/CM014348.1; chromosome 14:NC_041767.1/CM014349.1; chromosome 15:NC_041768.1/CM014350.1; chromosome 16:NC_041769.1/CM014351.1; chromosome 17:NC_041770.1/CM014352.1; chromosome 18:NC_041771.1/CM014353.1; chromosome 19:NC_041772.1/CM014354.1; chromosome 20:NC_041773.1/CM014355.1; chromosome X:NC_041774.1/CM014356.1; chromosome Y:NC_027914.1/CM003438.1; mitochondrion MT:NC_005943.1/,QNVO02,2979,67977,2015-08-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/765/GCA_003339765.3_Mmul_10,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/339/765/GCF_003339765.1_Mmul_10
PRJNA622252,Drosophila pseudoobscura,Eukaryota;Animals;Insects,MV2-25,SAMN13616452,GCA_009870125.2, Chromosome,163.283,45.119,chromosome 2:NC_046679.1/CM020868.1; chromosome 3:NC_046680.1/CM020869.1; chromosome 4:NC_046681.1/CM020870.1; chromosome 5:NC_046682.1/CM020871.1; chromosome X:NC_046683.1/CM020872.1; mitochondrion MT:NC_046603.1/CM020873.2,WVEN01,70,26574,2020-01-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/870/125/GCA_009870125.2_UCI_Dpse_MV25,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/870/125/GCF_009870125.1_UCI_Dpse_MV25
PRJNA765704,Drosophila ananassae,Eukaryota;Animals;Insects,14024-0371.13,SAMN13901672,GCA_017639315.2, Chromosome,213.818,41.819,chromosome 2L:NC_057927.1/CM029943.2; chromosome 2R:NC_057928.1/CM029944.2; chromosome 3L:NC_057929.1/CM033063.1; chromosome 3R:NC_057930.1/CM033064.1; chromosome XL:NC_057931.1/CM029945.2; chromosome XR:NC_057932.1/CM029946.2; mitochondrion MT:CM029947.1,JACRYV02,139,25915,2021-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/315/GCA_017639315.2_ASM1763931v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/315/GCF_017639315.1_ASM1763931v2
PRJNA609127,Drosophila sechellia,Eukaryota;Animals;Insects,sech25,SAMN06827992,GCA_004382195.1, Chromosome,154.171,42.2576,chromosome 2L:NC_045949.1/CM015602.1; chromosome 2R:NC_045950.1/CM015603.1; chromosome 3L:NC_045951.1/CM015604.1; chromosome 3R:NC_045952.1/CM015605.1; chromosome 4:NC_045953.1/CM015600.1; chromosome X:NC_045954.1/CM015601.1; mitochondrion MT:CM016413.1,NIFZ01,402,24001,2019-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/382/195/GCA_004382195.1_ASM438219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/382/195/GCF_004382195.1_ASM438219v1
PRJNA611764,Petromyzon marinus,Eukaryota;Animals;Fishes,kPetMar1,SAMN12629506,GCA_010993605.1, Chromosome,1089.05,48.3309,chromosome 1:CM021441.1; chromosome 2:CM021442.1; chromosome 3:CM021443.1; chromosome 4:CM021444.1; chromosome 5:CM021445.1; chromosome 6:CM021446.1; chromosome 7:CM021447.1; chromosome 8:CM021448.1; chromosome 9:CM021449.1; chromosome 10:CM021450.1; chromosome 11:CM021451.1; chromosome 12:CM021452.1; chromosome 13:CM021453.1; chromosome 14:CM021454.1; chromosome 15:CM021455.1; chromosome 16:CM021456.1; chromosome 17:CM021457.1; chromosome 18:CM021458.1; chromosome 19:CM021459.1; chromosome 20:CM021460.1; chromosome 21:CM021461.1; chromosome 22:CM021462.1; chromosome 23:CM021463.1; chromosome 24:CM021464.1; chromosome 25:CM021465.1; chromosome 26:CM021466.1; chromosome 27:CM021467.1; chromosome 28:CM021468.1; chromosome 29:CM021469.1; chromosome 30:CM021470.1; chromosome 31:CM021471.1; chromosome 32:CM021472.1; chromosome 33:CM021473.1; chromosome 34:CM021474.1; chromosome 35:CM021475.1; chromosome 36:CM021476.1; chromosome 37:CM021477.1; chromosome 38:CM021478.1; chromosome 39:CM021479.1; chromosome 40:CM021480.1; chromosome 41:CM021481.1; chromosome 42:CM021482.1; chromosome 43:CM021483.1; chromosome 44:CM021484.1; chromosome 45:CM021485.1; chromosome 46:CM021486.1; chromosome 47:CM021487.1; chromosome 48:CM021488.1; chromosome 49:CM021489.1; chromosome 50:CM021490.1; chromosome 51:CM021491.1; chromosome 52:CM021492.1; chromosome 53:CM021493.1; chromosome 54:CM021494.1; chromosome 55:CM021495.1; chromosome 56:CM021496.1; chromosome 57:CM021497.1; chromosome 58:CM021498.1; chromosome 59:CM021499.1; chromosome 60:CM021500.1; chromosome 61:CM021501.1; chromosome 62:CM021502.1; chromosome 63:CM021503.1; chromosome 64:CM021504.1; chromosome 65:CM021505.1; chromosome 66:CM021506.1; chromosome 67:CM021507.1; chromosome 68:CM021508.1; chromosome 69:CM021509.1; chromosome 70:CM021510.1; chromosome 71:CM021511.1; chromosome 72:CM021512.1; chromosome 73:NC_046141.1/CM021513.1; chromosome 74:NC_046142.1/CM021514.1; chromosome 75:NC_046143.1/CM021515.1; chromosome 76:NC_046144.1/CM021516.1; chromosome 77:NC_046145.1/CM021517.1; chromosome 78:NC_046146.1/CM021518.1; chromosome 79:NC_046147.1/CM021519.1; chromosome 80:NC_046148.1/CM021520.1; chromosome 81:NC_046149.1/CM021521.1; chromosome 82:NC_046150.1/CM021522.1; chromosome 83:NC_046151.1/CM021523.1; chromosome 84:NC_046152.1/CM021524.1; chromosome 85:NC_046153.1/CM021525.1; mitochondrion MT:NC_001626.1/,JAAIYE01,1434,3332,2020-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/993/605/GCA_010993605.1_kPetMar1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/993/605/GCF_010993605.1_kPetMar1.pri
PRJNA794129,Daphnia pulex,Eukaryota;Animals;Other Animals,KAP4,SAMN22866247,GCA_021134715.1, Chromosome,133.196,40.5892,chromosome 1:NC_060017.1/CP087239.1; chromosome 2:NC_060018.1/CP087240.1; chromosome 3:NC_060019.1/CP087241.1; chromosome 4:NC_060020.1/CP087242.1; chromosome 5:NC_060021.1/CP087243.1; chromosome 6:NC_060022.1/CP087244.1; chromosome 7:NC_060023.1/CP087245.1; chromosome 8:NC_060024.1/CP087246.1; chromosome 9:NC_060025.1/CP087247.1; chromosome 10:NC_060026.1/CP087248.1; chromosome 11:NC_060027.1/CP087249.1; chromosome 12:NC_060028.1/CP087250.1; mitochondrion MT:NC_000844.1/,,13,27985,2021-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/134/715/GCA_021134715.1_ASM2113471v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/134/715/GCF_021134715.1_ASM2113471v1
PRJNA37793,Pongo abelii,Eukaryota;Animals;Mammals,Susie,SAMN06275555,GCA_002880775.3, Chromosome,3065.05,40.8623,chromosome 1:NC_036903.1/CM009262.2; chromosome 2A:NC_036904.1/CM009263.2; chromosome 2B:NC_036905.1/CM009264.2; chromosome 3:NC_036906.1/CM009265.2; chromosome 4:NC_036907.1/CM009266.2; chromosome 5:NC_036908.1/CM009267.2; chromosome 6:NC_036909.1/CM009268.2; chromosome 7:NC_036910.1/CM009269.2; chromosome 8:NC_036911.1/CM009270.2; chromosome 9:NC_036912.1/CM009271.2; chromosome 10:NC_036913.1/CM009272.2; chromosome 11:NC_036914.1/CM009273.2; chromosome 12:NC_036915.1/CM009274.2; chromosome 13:NC_036916.1/CM009275.2; chromosome 14:NC_036917.1/CM009276.2; chromosome 15:NC_036918.1/CM009277.2; chromosome 16:NC_036919.1/CM009278.2; chromosome 17:NC_036920.1/CM009279.2; chromosome 18:NC_036921.1/CM009280.2; chromosome 19:NC_036922.1/CM009281.2; chromosome 20:NC_036923.1/CM009282.2; chromosome 21:NC_036924.1/CM009283.2; chromosome 22:NC_036925.1/CM009284.2; chromosome X:NC_036926.1/CM009285.2; mitochondrion MT:NC_002083.1/,NDHI03,5300,49721,2018-01-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/775/GCA_002880775.3_Susie_PABv2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/775/GCF_002880775.1_Susie_PABv2
PRJNA62057,Ascaris suum,Eukaryota;Animals;Roundworms,RED_2019,SAMN15096679,GCA_013433145.1, Chromosome,278.642,37.6962,chromosome 1:CM024168.1; chromosome X1:CM024187.1; chromosome 2:CM024169.1; chromosome X2:CM024188.1; chromosome 3:CM024170.1; chromosome X3:CM024189.1; chromosome 4:CM024171.1; chromosome X4:CM024190.1; chromosome 5:CM024172.1; chromosome X5:CM024191.1; chromosome 6:CM024173.1; chromosome 7:CM024174.1; chromosome 8:CM024175.1; chromosome 9:CM024176.1; chromosome 10:CM024177.1; chromosome 11:CM024178.1; chromosome 12:CM024179.1; chromosome 13:CM024180.1; chromosome 14:CM024181.1; chromosome 15:CM024182.1; chromosome 16:CM024183.1; chromosome 17:CM024184.1; chromosome 18:CM024185.1; chromosome 19:CM024186.1; mitochondrion MT:CM024213.1,JACCHR01,109,0,2020-07-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/433/145/GCA_013433145.1_ASM1343314v1,
PRJNA396063,Helianthus annuus,Eukaryota;Plants;Land Plants,,SAMN05868438,GCA_002127325.2, Chromosome,3010.05,38.8175,chromosome 1:NC_035433.2/CM007890.2; chromosome 2:NC_035434.2/CM007891.2; chromosome 3:NC_035435.2/CM007892.2; chromosome 4:NC_035436.2/CM007893.2; chromosome 5:NC_035437.2/CM007894.2; chromosome 6:NC_035438.2/CM007895.2; chromosome 7:NC_035439.2/CM007896.2; chromosome 8:NC_035440.2/CM007897.2; chromosome 9:NC_035441.2/CM007898.2; chromosome 10:NC_035442.2/CM007899.2; chromosome 11:NC_035443.2/CM007900.2; chromosome 12:NC_035444.2/CM007901.2; chromosome 13:NC_035445.2/CM007902.2; chromosome 14:NC_035446.2/CM007903.2; chromosome 15:NC_035447.2/CM007904.2; chromosome 16:NC_035448.2/CM007905.2; chromosome 17:NC_035449.2/CM007906.2; mitochondrion MT:NC_023337.1/CM007908.2; chloroplast Pltd:NC_007977.1/CM007907.1,MNCJ02,334,75695,2017-05-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/325/GCA_002127325.2_HanXRQr2.0-SUNRISE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE
PRJNA432228,Lactuca sativa,Eukaryota;Plants;Land Plants,,SAMN01730979,GCA_002870075.2, Chromosome,2391.58,38.7113,chromosome 1:NC_056623.1/CM022518.1; chromosome 2:NC_056624.1/CM022519.1; chromosome 3:NC_056625.1/CM022520.1; chromosome 4:NC_056626.1/CM022521.1; chromosome 5:NC_056627.1/CM022522.1; chromosome 6:NC_056628.1/CM022523.1; chromosome 7:NC_056629.1/CM022524.1; chromosome 8:NC_056630.1/CM022525.1; chromosome 9:NC_056631.1/CM022526.1; mitochondrion MT:NC_042756.1/; chloroplast Pltd:NC_007578.1/,NBSK01,11454,46867,2018-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/870/075/GCA_002870075.2_Lsat_Salinas_v7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.2_Lsat_Salinas_v7
PRJNA534520,Malus domestica,Eukaryota;Plants;Land Plants,X9273 #13,SAMN05603590,GCA_002114115.1, Chromosome,703.358,39.359,chromosome 1:NC_041789.1/CM007867.1; chromosome 2:NC_041790.1/CM007868.1; chromosome 3:NC_041791.1/CM007869.1; chromosome 4:NC_041792.1/CM007870.1; chromosome 5:NC_041793.1/CM007871.1; chromosome 6:NC_041794.1/CM007872.1; chromosome 7:NC_041795.1/CM007873.1; chromosome 8:NC_041796.1/CM007874.1; chromosome 9:NC_041797.1/CM007875.1; chromosome 10:NC_041798.1/CM007876.1; chromosome 11:NC_041799.1/CM007877.1; chromosome 12:NC_041800.1/CM007878.1; chromosome 13:NC_041801.1/CM007879.1; chromosome 14:NC_041802.1/CM007880.1; chromosome 15:NC_041803.1/CM007881.1; chromosome 16:NC_041804.1/CM007882.1; chromosome 17:NC_041805.1/CM007883.1; mitochondrion MT:NC_018554.1/,MJAX01,807,52039,2017-04-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/114/115/GCA_002114115.1_ASM211411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1
PRJNA779062,Lemur catta,Eukaryota;Animals;Mammals,mLemCat1,SAMN12621102,GCA_020740605.1, Chromosome,2245.6,41.3753,chromosome 1:NC_059128.1/CM036472.1; chromosome 2:NC_059129.1/CM036473.1; chromosome 3:NC_059130.1/CM036474.1; chromosome 4:NC_059131.1/CM036475.1; chromosome 5:NC_059132.1/CM036476.1; chromosome 6:NC_059133.1/CM036477.1; chromosome 7:NC_059134.1/CM036478.1; chromosome 8:NC_059135.1/CM036479.1; chromosome 9:NC_059136.1/CM036480.1; chromosome 10:NC_059137.1/CM036481.1; chromosome 11:NC_059138.1/CM036482.1; chromosome 12:NC_059139.1/CM036483.1; chromosome 13:NC_059140.1/CM036484.1; chromosome 14:NC_059141.1/CM036485.1; chromosome 15:NC_059142.1/CM036486.1; chromosome 16:NC_059143.1/CM036487.1; chromosome 17:NC_059144.1/CM036488.1; chromosome 18:NC_059145.1/CM036489.1; chromosome 19:NC_059146.1/CM036490.1; chromosome 20:NC_059147.1/CM036491.1; chromosome 21:NC_059148.1/CM036492.1; chromosome 22:NC_059149.1/CM036493.1; chromosome 23:NC_059150.1/CM036494.1; chromosome 24:NC_059151.1/CM036495.1; chromosome 25:NC_059152.1/CM036496.1; chromosome 26:NC_059153.1/CM036497.1; chromosome 27:NC_059154.1/CM036498.1; chromosome X:NC_059155.1/CM036499.1; chromosome Y:NC_059156.1/CM036500.1; mitochondrion MT:NC_059325.1/CM036502.1,JAJGPY01,185,45154,2021-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/605/GCA_020740605.1_mLemCat1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/605/GCF_020740605.2_mLemCat1.pri
PRJEB43200,Canis lupus,Eukaryota;Animals;Mammals,,SAMEA7532739,GCA_905319855.2, Chromosome,2447.46,41.4872,chromosome 1:HG994383.1; chromosome 2:HG994387.1; chromosome 3:HG994384.1; chromosome 4:HG994386.1; chromosome 5:HG994385.1; chromosome 6:HG994389.1; chromosome 7:HG994388.1; chromosome 8:HG994390.1; chromosome 9:HG994394.1; chromosome 10:HG994393.1; chromosome 11:HG994391.1; chromosome 12:HG994392.1; chromosome 13:HG994397.1; chromosome 14:HG994400.1; chromosome 15:HG994395.1; chromosome 16:HG994398.1; chromosome 17:HG994396.1; chromosome 18:HG994402.1; chromosome 19:HG994403.1; chromosome 20:HG994401.1; chromosome 21:HG994405.1; chromosome 22:HG994399.1; chromosome 23:HG994406.1; chromosome 24:HG994407.1; chromosome 25:HG994404.1; chromosome 26:HG994409.1; chromosome 27:HG994408.1; chromosome 28:HG994413.1; chromosome 29:HG994412.1; chromosome 30:HG994415.1; chromosome 31:HG994411.1; chromosome 32:HG994414.1; chromosome 33:HG994417.1; chromosome 34:HG994410.1; chromosome 35:HG994419.1; chromosome 36:HG994416.1; chromosome 37:HG994418.1; chromosome 38:HG994420.1; chromosome X:HG994381.1; chromosome Y:HG994382.1; mitochondrion MT:HG998573.1,CAJNRB02,82,0,2021-03-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/319/855/GCA_905319855.2_mCanLor1.2,
PRJNA558048,Taeniopygia guttata,Eukaryota;Animals;Birds,Black17,SAMN02981239,GCA_003957565.4, Chromosome,1056.27,41.8944,chromosome 1:NC_044211.2/CM012081.2; chromosome 1A:NC_044212.2/CM012082.2; chromosome 2:NC_044213.2/CM012083.2; chromosome 3:NC_044214.2/CM012084.2; chromosome 4:NC_044215.2/CM012085.2; chromosome 4A:NC_044216.2/CM012086.2; chromosome 5:NC_044217.2/CM012087.2; chromosome 6:NC_044218.2/CM012088.2; chromosome 7:NC_044219.2/CM012089.2; chromosome 8:NC_044220.2/CM012090.2; chromosome 9:NC_044221.2/CM012091.2; chromosome 10:NC_044222.2/CM012092.2; chromosome 11:NC_044223.2/CM012093.2; chromosome 12:NC_044224.2/CM012094.2; chromosome 13:NC_044225.2/CM012095.2; chromosome 14:NC_044226.2/CM012096.2; chromosome 15:NC_044227.2/CM012097.2; chromosome 16:NC_044228.2/CM012098.2; chromosome 17:NC_044229.2/CM012099.2; chromosome 18:NC_044230.2/CM012100.2; chromosome 19:NC_044231.2/CM012101.2; chromosome 20:NC_044232.2/CM012102.2; chromosome 21:NC_044233.2/CM012103.2; chromosome 22:NC_044234.2/CM012104.2; chromosome 23:NC_044235.2/CM012105.2; chromosome 24:NC_044236.2/CM012106.2; chromosome 25:NC_044237.2/CM012107.2; chromosome 26:NC_044238.2/CM012108.2; chromosome 27:NC_044239.2/CM012110.2; chromosome 28:NC_044240.2/CM012112.2; chromosome W:CM018260.2; chromosome Z:NC_044241.2/CM012113.2; chromosome 29:NC_044242.2/CM012109.2; chromosome 30:NC_044243.2/CM012111.2; chromosome 31:NC_054763.1/CM025860.2; chromosome 32:NC_054764.1/CM025861.2; chromosome 33:NC_054765.1/CM025862.2; chromosome 34:NC_054766.1/CM025863.2; chromosome 35:NC_054767.1/CM025864.2; chromosome 36:NC_054768.1/CM025865.2; chromosome 37:NC_054769.1/CM030979.1; mitochondrion MT:CM016613.2,RRCB02,199,41028,2018-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/565/GCA_003957565.4_bTaeGut1.4.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/565/GCF_003957565.2_bTaeGut1.4.pri
